Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,Female,Sales Executive,Married,Yes,4,36,1,1266,10,Master's Degree,1,2,63,2,2,3,5673,6060,1,13,3,1,80,1,10,3,10,9,1,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,4,47,1,571,14,Bachelor's Degree,1,3,78,3,2,3,4591,24200,3,17,3,3,80,1,11,2,5,4,1,2
No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,Female,Manager,Married,Yes,2,58,1,605,21,Bachelor's Degree,1,4,72,3,4,4,17875,11761,4,13,3,3,80,1,29,2,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,Female,Sales Executive,Married,Yes,3,24,1,1476,4,High School,1,4,42,3,2,3,4162,15211,1,12,3,3,80,2,5,3,5,4,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,Yes,3,36,1,1174,3,Master's Degree,1,1,99,3,2,2,9278,20763,3,16,3,4,80,0,15,3,5,4,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,Yes,2,40,1,1142,8,Associates Degree,1,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,3,2,2,2,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Divorced,Yes,3,31,1,976,3,Associates Degree,1,3,48,3,1,1,3065,3995,1,13,3,4,80,1,4,4,4,2,2,3
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,39,1,792,1,Bachelor's Degree,1,4,77,3,2,4,6472,8989,1,15,3,4,80,1,9,3,9,8,5,8
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,3,34,1,1375,10,Bachelor's Degree,1,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,15,14,0,7
No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,Male,Human Resources,Married,Yes,3,44,1,602,1,Doctoral Degree,1,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,10,7,0,2
No,Travel_Frequently,35 - 44,Current Employees,HR,Other,Male,Human Resources,Married,Yes,2,38,1,1444,1,Master's Degree,1,4,88,3,1,2,2991,5224,0,11,3,2,80,1,7,3,6,2,1,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,Male,Research Director,Married,Yes,3,58,1,1216,15,Master's Degree,1,1,87,3,4,3,15787,21624,2,14,3,2,80,0,23,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,Male,Research Scientist,Married,Yes,3,34,1,735,22,Master's Degree,1,3,86,2,2,4,5747,26496,1,15,3,2,80,0,16,3,15,10,6,11
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,3,36,1,1302,6,Master's Degree,1,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,2,0,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,Yes,3,50,1,1234,20,Doctoral Degree,1,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,30,8,12,13
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,3,42,1,288,2,Bachelor's Degree,1,4,40,3,3,4,10124,18611,2,14,3,3,80,1,24,1,20,8,13,9
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,2,35,1,1199,18,Master's Degree,1,3,80,3,2,3,5689,24594,1,14,3,4,80,2,10,4,10,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Single,Yes,2,35,1,146,2,Master's Degree,1,1,79,2,1,4,4930,13970,0,14,3,3,80,0,6,4,5,4,1,4
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Single,Yes,2,44,1,1193,2,High School,1,2,86,3,3,3,10209,19719,5,18,3,2,80,0,16,2,2,2,2,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Single,Yes,2,50,1,333,22,Doctoral Degree,1,3,88,1,4,4,14411,24450,1,13,3,4,80,0,32,3,32,6,13,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,Yes,5,29,1,461,1,Bachelor's Degree,1,4,70,4,2,3,6294,23060,8,12,3,4,80,0,10,4,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,2,28,1,783,1,Associates Degree,1,3,42,2,2,4,6834,19255,1,12,3,3,80,1,7,3,7,7,0,7
No,Travel_Rarely,Over 55,Current Employees,HR,Human Resources,Male,Manager,Married,Yes,0,55,1,189,26,Master's Degree,1,3,71,4,5,2,19636,25811,4,18,3,1,80,1,35,3,10,9,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Healthcare Representative,Divorced,Yes,2,45,1,1038,20,Bachelor's Degree,1,2,95,1,3,1,10851,19863,2,18,3,2,80,1,24,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Divorced,Yes,3,46,1,734,2,Master's Degree,1,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,Yes,3,42,1,557,18,Master's Degree,1,4,35,3,2,1,5410,11189,6,17,3,3,80,1,9,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,Male,Laboratory Technician,Divorced,Yes,2,25,1,977,2,High School,1,4,57,3,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,5,41,1,1283,5,Doctoral Degree,1,2,90,4,1,3,2127,5561,2,12,3,1,80,0,7,2,4,2,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,2,55,1,1229,4,Master's Degree,1,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,Yes,2,38,1,833,18,Bachelor's Degree,1,2,60,1,2,4,5811,24539,3,16,3,3,80,1,15,3,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,3,33,1,589,28,Master's Degree,1,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,15,14,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,Male,Laboratory Technician,Married,Yes,2,29,1,1378,13,Associates Degree,1,4,46,2,2,2,4025,23679,4,13,3,1,80,1,10,3,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,Yes,1,36,1,1383,10,Bachelor's Degree,1,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,3,12,8,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,Yes,3,35,1,1490,11,Master's Degree,1,4,43,3,1,3,2660,20232,7,11,3,3,80,1,5,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,Male,Manufacturing Director,Married,Yes,4,45,1,1448,29,Bachelor's Degree,1,2,55,3,3,4,9380,14720,4,18,3,4,80,2,10,4,3,1,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,3,34,1,181,2,Master's Degree,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,Yes,3,29,1,1370,3,High School,1,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Single,Yes,2,44,1,1037,1,Bachelor's Degree,1,2,42,3,1,4,2436,13422,6,12,3,3,80,0,6,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Single,Yes,6,33,1,516,8,Doctoral Degree,1,4,69,3,2,3,6388,22049,2,17,3,1,80,0,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,Yes,3,29,1,991,5,Bachelor's Degree,1,1,43,2,2,2,4187,3356,1,13,3,2,80,1,10,2,10,0,0,9
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,5,46,1,1277,2,Bachelor's Degree,1,3,74,3,3,4,10368,5596,4,12,3,2,80,1,13,2,10,6,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,Yes,4,42,1,419,12,Master's Degree,1,2,77,3,2,4,5087,2900,3,12,3,3,80,2,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,Yes,3,34,1,971,1,Bachelor's Degree,1,4,64,2,3,3,7083,12288,1,14,3,4,80,0,10,3,10,9,8,6
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Manager,Married,Yes,2,50,1,264,9,Bachelor's Degree,1,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,Male,Sales Executive,Married,Yes,3,43,1,1179,2,Bachelor's Degree,1,4,73,3,2,4,7847,6069,1,17,3,1,80,1,10,3,10,9,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,3,34,1,1480,4,Bachelor's Degree,1,3,64,3,3,4,9713,24444,2,13,3,4,80,3,9,3,5,3,1,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,Male,Sales Representative,Single,Yes,6,21,1,501,5,High School,1,3,58,3,1,1,2380,25479,1,11,3,4,80,0,2,3,2,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Single,Yes,2,41,1,1206,23,Associates Degree,1,4,80,3,3,3,7082,11591,3,16,3,4,80,0,21,3,2,0,0,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Female,Research Director,Married,No,2,31,1,697,10,Bachelor's Degree,1,3,40,3,3,3,11031,26862,4,20,4,3,80,1,13,4,11,7,4,8
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,3,45,1,589,2,Master's Degree,1,3,67,3,2,3,5154,19665,4,22,4,2,80,2,10,4,8,7,5,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,Female,Manager,Divorced,No,2,54,1,1050,11,Master's Degree,1,2,87,3,4,4,16032,24456,3,20,4,1,80,1,26,3,14,9,1,12
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Laboratory Technician,Single,No,3,38,1,148,2,Bachelor's Degree,1,4,42,2,1,2,2440,23826,1,22,4,2,80,0,4,3,4,3,3,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,Female,Manufacturing Director,Single,No,3,31,1,163,24,High School,1,4,30,3,2,4,5238,6670,2,20,4,4,80,0,9,2,5,4,1,4
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,Female,Human Resources,Married,No,2,45,1,176,4,Bachelor's Degree,1,3,56,1,3,3,9756,6595,4,21,4,3,80,2,9,4,5,0,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Manufacturing Director,Divorced,No,5,28,1,580,27,Bachelor's Degree,1,2,39,1,2,1,4877,20460,0,21,4,2,80,1,6,2,5,3,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,No,5,26,1,474,3,Bachelor's Degree,1,1,89,3,1,4,2061,11133,1,21,4,1,80,0,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,41,1,582,28,Master's Degree,1,1,60,2,4,2,13570,5640,0,23,4,3,80,1,21,3,20,7,0,10
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,No,3,56,1,1255,1,Associates Degree,1,1,90,3,1,1,2066,10494,2,22,4,4,80,1,5,4,3,2,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Manager,Married,No,6,54,1,584,22,Doctoral Degree,1,2,91,3,4,3,17426,18685,3,25,4,3,80,1,36,3,10,8,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Laboratory Technician,Married,No,3,49,1,271,3,Associates Degree,1,3,43,2,2,1,4789,23070,4,25,4,1,80,1,10,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Married,No,3,28,1,1217,1,Bachelor's Degree,1,3,67,3,1,1,3591,12719,1,25,4,3,80,1,3,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Female,Sales Representative,Married,No,5,27,1,728,23,High School,1,2,36,2,2,3,3540,7018,1,21,4,4,80,1,9,3,9,8,5,8
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Married,No,3,41,1,337,8,Bachelor's Degree,1,3,54,3,2,2,4393,26841,5,21,4,3,80,1,14,3,5,4,1,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Representative,Married,No,5,35,1,1402,28,Master's Degree,1,2,98,2,1,3,2430,26204,0,23,4,1,80,2,6,3,5,3,4,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Female,Sales Executive,Married,No,2,34,1,704,28,Bachelor's Degree,1,4,95,2,2,3,6712,8978,1,21,4,4,80,2,8,3,8,7,1,7
No,Non-Travel,Over 55,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,56,1,667,1,Master's Degree,1,3,57,3,2,3,6306,26236,1,21,4,1,80,1,13,2,13,12,1,9
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,36,1,1351,9,Master's Degree,1,1,66,4,1,2,2810,9238,1,22,4,2,80,0,5,3,5,4,0,2
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Married,No,3,45,1,1238,1,High School,1,3,74,2,3,3,10748,3395,3,23,4,4,80,1,25,2,23,15,14,4
No,Non-Travel,35 - 44,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,1,42,1,355,10,Master's Degree,1,3,38,3,1,3,2936,6161,3,22,4,2,80,2,10,2,6,3,3,3
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,5,26,1,786,7,Bachelor's Degree,1,4,76,3,1,4,2570,11925,1,20,4,3,80,0,7,3,7,7,5,7
No,Non-Travel,Over 55,Current Employees,Sales,Medical,Male,Manager,Divorced,No,0,58,1,350,2,Bachelor's Degree,1,2,52,3,4,2,16291,22577,4,22,4,4,80,1,37,2,16,9,14,14
No,Non-Travel,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,4,36,1,301,15,Master's Degree,1,4,88,1,2,4,5406,10436,1,24,4,1,80,1,15,2,15,12,11,11
No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,Male,Human Resources,Single,No,2,36,1,1213,2,High School,1,2,94,2,2,4,3886,4223,1,21,4,4,80,0,10,2,10,1,0,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,33,1,1303,7,Associates Degree,1,4,36,3,2,3,5968,18079,1,20,4,3,80,3,9,3,9,7,2,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,6,31,1,1125,1,Bachelor's Degree,1,4,48,1,2,1,5003,5771,1,21,4,2,80,0,10,3,10,8,8,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,Male,Manager,Married,No,3,48,1,365,4,Doctoral Degree,1,3,89,2,4,4,15202,5602,2,25,4,2,80,1,23,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,5,43,1,1422,2,Master's Degree,1,1,92,3,2,4,5675,19246,1,20,4,3,80,1,7,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,HR,Life Sciences,Male,Human Resources,Divorced,No,3,30,1,330,1,Bachelor's Degree,1,3,46,3,1,3,2064,15428,0,21,4,1,80,1,6,4,5,3,1,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Male,Healthcare Representative,Divorced,No,2,60,1,370,1,Master's Degree,1,3,92,1,3,4,10883,20467,3,20,4,3,80,1,19,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,3,36,1,1040,3,Associates Degree,1,4,79,4,2,1,6842,26308,6,20,4,1,80,1,13,3,5,4,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,2,41,1,548,9,Master's Degree,1,3,94,3,1,1,2289,20520,1,20,4,2,80,2,5,3,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Divorced,No,6,42,1,855,12,Bachelor's Degree,1,2,57,3,1,2,2766,8952,8,22,4,2,80,3,7,2,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,1,492,12,Bachelor's Degree,1,4,66,3,2,2,5295,7693,4,21,4,3,80,0,7,3,5,4,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Married,No,3,39,1,867,9,Associates Degree,1,1,87,3,2,1,5151,12315,1,25,4,4,80,1,10,3,10,0,7,9
No,Travel_Rarely,Over 55,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,2,55,1,836,2,Master's Degree,1,2,98,2,1,4,2662,7975,8,20,4,2,80,1,19,4,5,2,0,4
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,2,57,1,405,1,Associates Degree,1,2,93,4,2,3,4900,2721,0,24,4,1,80,1,13,2,12,9,2,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,3,43,1,1291,15,Associates Degree,1,3,65,2,4,3,17603,3525,1,24,4,1,80,1,14,3,14,10,6,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,3,41,1,642,1,Bachelor's Degree,1,4,76,3,1,4,2782,21412,3,22,4,1,80,1,12,3,5,3,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,Male,Research Scientist,Married,No,3,45,1,950,28,Bachelor's Degree,1,4,97,3,1,4,2132,4585,4,20,4,4,80,1,8,3,5,4,0,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Healthcare Representative,Single,No,3,47,1,1180,25,Bachelor's Degree,1,1,84,3,3,3,8633,13084,2,23,4,2,80,0,25,3,17,14,12,11
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Director,Single,No,3,39,1,1253,10,High School,1,3,65,3,3,3,13464,7914,7,21,4,3,80,0,9,3,4,3,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Manager,Single,No,5,32,1,495,10,Bachelor's Degree,1,3,64,3,3,4,11244,21072,2,25,4,2,80,0,10,4,5,2,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Single,No,1,32,1,1373,5,Master's Degree,1,4,56,2,2,4,9679,10138,8,24,4,2,80,0,8,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Male,Manager,Single,No,2,42,1,1059,9,Associates Degree,1,4,93,2,5,4,19613,26362,8,22,4,4,80,0,24,3,1,0,0,1
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,Male,Manager,Married,No,3,55,1,685,26,Doctoral Degree,1,3,60,2,5,4,19586,23037,1,21,4,3,80,1,36,3,36,6,2,13
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Executive,Married,No,5,34,1,810,8,Associates Degree,1,2,92,4,2,3,6799,22128,1,21,4,3,80,2,10,3,10,8,4,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,3,34,1,937,1,Bachelor's Degree,1,1,32,3,3,4,9888,6770,1,21,4,1,80,0,14,2,14,8,2,1
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Married,Yes,2,53,1,661,1,Master's Degree,1,1,60,2,4,3,12965,22308,4,20,4,4,80,3,27,2,3,2,0,2
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,2,33,1,530,16,Bachelor's Degree,1,3,36,3,2,4,5368,16130,1,25,4,3,80,1,7,3,6,5,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Director,Married,Yes,2,37,1,161,10,Bachelor's Degree,1,3,42,4,3,4,13744,15471,1,25,4,1,80,1,16,3,16,11,6,8
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Female,Research Director,Married,Yes,3,58,1,1055,1,Bachelor's Degree,1,4,76,3,5,1,19701,22456,3,21,4,3,80,1,32,3,9,8,1,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Female,Research Scientist,Married,Yes,2,36,1,430,2,Master's Degree,1,4,73,3,2,2,6962,19573,4,22,4,4,80,1,15,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,Female,Sales Executive,Divorced,Yes,3,25,1,1382,8,Associates Degree,1,1,85,3,2,3,4907,13684,0,22,4,2,80,1,6,2,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Sales Representative,Married,Yes,4,38,1,723,2,Master's Degree,1,2,77,1,2,4,5405,4244,2,20,4,1,80,2,20,2,4,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Medical,Male,Manager,Single,Yes,2,40,1,898,6,Associates Degree,1,3,38,3,4,4,16437,17381,1,21,4,4,80,0,21,3,21,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Married,Yes,0,27,1,155,4,Bachelor's Degree,1,2,87,4,2,2,6142,5174,1,20,4,2,80,1,6,3,6,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,2,37,1,783,7,Master's Degree,1,4,78,3,2,1,4284,13588,5,22,4,3,80,1,16,3,5,3,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Male,Sales Representative,Married,Yes,4,34,1,1440,7,Associates Degree,1,2,55,3,1,3,2308,4944,0,25,4,2,80,1,12,3,11,10,5,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,Yes,3,36,1,1157,2,Master's Degree,1,3,70,3,1,4,2644,17001,3,21,4,4,80,0,7,2,3,2,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Human Resources,Female,Human Resources,Divorced,No,0,30,0,600,8,Bachelor's Degree,1,3,66,2,1,4,2180,9732,6,11,3,3,80,1,6,2,4,2,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,HR,Human Resources,Female,Human Resources,Married,No,2,27,0,1337,22,Bachelor's Degree,1,1,58,2,1,2,2863,19555,1,12,3,1,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,No,2,31,0,1445,1,Doctoral Degree,1,3,100,4,3,2,7446,8931,1,11,3,1,80,0,10,3,10,8,4,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,2,31,0,561,3,Bachelor's Degree,1,4,33,3,1,3,4084,4156,1,12,3,1,80,0,7,1,7,2,7,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Technical Degree,Female,Sales Executive,Single,No,4,29,0,115,13,Bachelor's Degree,1,1,51,3,2,2,5765,17485,5,11,3,1,80,0,7,1,5,3,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,Female,Sales Representative,Single,No,3,31,0,667,1,Master's Degree,1,2,50,1,1,3,1359,16154,1,12,3,2,80,0,1,3,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,HR,Technical Degree,Female,Human Resources,Married,No,0,34,0,1107,9,Master's Degree,1,1,52,3,1,3,2742,3072,1,15,3,4,80,0,2,3,2,2,2,2
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Technical Degree,Female,Manufacturing Director,Married,No,4,53,0,607,2,Doctoral Degree,1,3,78,2,3,4,10169,14618,0,16,3,2,80,1,34,3,33,7,1,9
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,3,31,0,202,8,Bachelor's Degree,1,1,34,2,1,2,1261,22262,1,12,3,3,80,0,1,4,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,Female,Sales Representative,Single,No,3,29,0,428,9,Bachelor's Degree,1,2,52,1,1,2,2760,14630,1,13,3,3,80,0,2,3,2,2,2,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,34,0,234,9,Master's Degree,1,4,93,3,2,1,5346,6208,4,17,3,3,80,1,11,2,7,1,0,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,Male,Laboratory Technician,Single,No,2,28,0,289,2,Associates Degree,1,3,38,2,1,1,2561,5355,7,11,3,3,80,0,8,2,0,0,0,0
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,Male,Sales Executive,Divorced,No,3,50,0,878,1,Master's Degree,1,2,94,3,2,3,6728,14255,7,12,3,4,80,2,12,3,6,3,0,1
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,3,47,0,1093,9,Bachelor's Degree,1,3,82,1,4,3,12936,24164,7,11,3,3,80,0,25,1,23,5,14,10
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Technical Degree,Male,Sales Representative,Married,No,3,28,0,1496,1,Bachelor's Degree,1,1,92,3,1,3,2909,15747,3,15,3,4,80,1,5,4,3,2,1,2
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,Male,Sales Representative,Married,No,3,23,0,638,9,Bachelor's Degree,1,4,33,3,1,1,1790,26956,1,19,3,1,80,1,1,2,1,0,1,0
